100,0.603627956513
64,0.559282946778
68,0.542790854257
116,0.538905826156
96,0.538651214529
80,0.533382616755
32,0.528185782571
76,0.512897151002
92,0.507127737354
20,0.49945601144
38,0.490229264479
104,0.487397285854
97,0.484360824921
120,0.48239803607
112,0.476359619877
72,0.472106342035
44,0.471779402051
16,0.467705010878
84,0.461195176274
40,0.454925187521
24,0.434764564156
86,0.426285236951
124,0.420427532987
117,0.420251649681
94,0.404497772723
101,0.403846388792
36,0.402906523028
98,0.402343877654
88,0.38918987317
113,0.385925531129
125,0.382452134445
108,0.376880580015
81,0.374628120258
85,0.364384027463
106,0.358041794434
118,0.350944673724
102,0.347972322442
12,0.341875284179
114,0.336459757778
105,0.333751788515
0,0.332648026273
121,0.330742927775
42,0.317920251085
90,0.316219027407
109,0.308829403114
93,0.297827788226
89,0.294950651335
4,0.290426910158
122,0.284042964058
126,0.282493223837
28,0.280003814716
110,0.263294222438
95,0.256363091823
103,0.25290804318
119,0.248901790897
87,0.246095926942
60,0.239512110177
111,0.238286781531
82,0.233798487343
127,0.213124352964
83,0.176756114755
8,0.173911076914
74,0.159789672191
71,0.157618351661
123,0.146989581685
27,0.12437000553
107,0.12381246496
99,0.123240392351
63,0.113987244991
48,0.113657654486
30,0.0992163206286
26,0.0978144941466
10,0.0886665150678
2,0.0885837605552
58,0.0881516612784
56,0.0865441497896
11,0.0842481290966
62,0.0813795903791
70,0.0810626601694
14,0.0807919453076
18,0.0751923556791
22,0.0732550005417
1,0.0726260482908
19,0.0725801548671
15,0.0718187311127
33,0.0708113005143
73,0.06587513677
5,0.0650127732883
43,0.0640993335375
35,0.0634063037024
66,0.0631956815665
57,0.0613515291535
67,0.0585205740484
51,0.0577716481162
6,0.0562701507103
46,0.0562243191327
39,0.0561691230127
79,0.0556931278827
23,0.0553721670207
65,0.0548526973935
54,0.0545717203872
7,0.0505638347408
45,0.0486617982628
29,0.0483782101428
61,0.0478123940936
52,0.0469342422558
49,0.0464530404633
37,0.0463288525472
13,0.0447005047022
50,0.0446532872424
21,0.0423142361203
41,0.0406105725837
91,0.0402642738094
31,0.0398560559262
25,0.0397181811112
115,0.0343298098963
77,0.0324970439533
9,0.0314542807865
53,0.0312545474355
47,0.0300083565355
3,0.0276194078433
69,0.0266135539535
34,0.0261091632253
59,0.0254523617271
78,0.0247698472401
75,0.0194223148801
17,0.0193491281401
55,0.00581810434072
